Firm,date,employee_title,location,review_title,pros,cons
Google,"Aug 17, 2020 ", Software Engineer,"San Francisco, CA",It was okay,"Great perks and interesting projects to work on
","Getting promoted and evaluated was a massive headache
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 17, 2020 ", Sales Manager,"New York, NY",Great company to work with,"Lovely place and great staff
","No cons as such great place overall
"
Google,"Aug 16, 2020 ", Senior Software Engineer,"New York, NY",Great company culture,"Employer treats you like a human, not a number. Lots of mobility between groups.
","Sometimes products are a bit unfocused. Many teams get shut down because product strategy shifts (but you just move to another team, you don't get laid off).
1 person found this review helpful
Helpful
Share
Repor"
Google,"Aug 16, 2020 ", Product Lead,"Redwood City, CA","Living the college dream, after college","Has a great culture, tons of learning opportunities
","Large company means that you have to follow tenure to grow.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 16, 2020 ", Product Lead,"Redwood City, CA","Living the college dream, after college","Has a great culture, tons of learning opportunities
","Large company means that you have to follow tenure to grow.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 15, 2020 ", Google Specialist,"Los Angeles, CA",Goog,"Very good company and kind persons
","Very good place and some vabs
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 15, 2020 ", Product Manager,"New York, NY","Great place ,","Salary , Job security , Innovative work ,Great culture and working with great people
","Long work hours , small fish in a Big pond situation happens
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 14, 2020 ", Software Engineer,"Dallas, TX",Cool,"Cool, awesome workplace, free food, free shuttle, wonderful plACE TO GROW
","No cons at google, finest work place
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 13, 2020 ", Enterprise Account Executive,"New York, NY",Excellent Work Life Balance,"40 hours maximum of weekly work 
Fair understanding if goals unreasonable
High level of compassion and care of employees
","Lack of diversity in leadership
Lack of process could ;seriously hinder a process.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 13, 2020 ", Executive Director,"Mountain View, CA",Corrupt and Fraudulent,"Cool buildings, great catering, snobby atmosphere
","Privacy invasion, anti-competitive tactics, greed
"
Google,"Aug 12, 2020 ", Software Engineer,"San Francisco, CA",It was fine,"Cafeteria and a relaxing enviroment
","It was quite the stresfull job
"
Google,"Aug 11, 2020 ", Senior Software Engineer,"Mountain View, CA",Fantastic large company to work at and grow at,"I joined Google right out of college, and it was a great place to learn how to run engineering at a huge scale (both the code / server architecture and people/teams). Great, smart people. Great company benefits.
","Once you get to working with higher levels of management, there can be quite a bit of people politics (as likely in any large company).
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 10, 2020 ",Anonymous,"San Francisco, CA",Review for,"a lot of pros here
","not a lot of cons here
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 10, 2020 ", Staffing Services Associate,"Austin, TX","Flexible, but boring.","Flexibility, great benefits, loads of growth opportunities.
","Entry-level roles can feel brain-numbing. Culture of ""you should appreciate working at Google"" when trying to address concerns. Googleyness is used against minorities who may not fit the standard ""culture"".
1 person found this review helpful
Helpful
Share
Repor"
Google,"Aug 10, 2020 ", SDE,"Los Angeles, CA",Cool company,"cool job and good salary
","Politics, bad promoting, work is not impactful
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 10, 2020 ", Senior Software Engineer,"Mountain View, CA",Great place to work,"Highly competitive and technical work.
","Career growth is slower compared to other companies.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 10, 2020 ", Senior Software Engineer,"Mountain View, CA",Great,"Learned a lot and great pay.
","I didn't find any cons while working here.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 9, 2020 ", Software Engineer,"Mountain View, CA",Great company,"Talented people with great skills. Learned a lot
","It got too big to perform creatively
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 9, 2020 ", Google SWE,"San Jose, CA",Impressive,"You can cooperate with smart people around the world
","It's too easy to get fat here.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 7, 2020 ", Program Manager,"Sunnyvale, CA","Great place to start, retire, or lateral","Great benefits and company takes really good care of its employees
","Compensation seems to be lower than other companies
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 7, 2020 ", Web Developer,"Sunnyvale, CA",Web Developer at google,"Best company I ever worked
","Did not find anything yet
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 7, 2020 ", Software Engineer,"Seattle, WA",Great place to work!,"Great perks, great salary, interesting problems, great benefits.
","Some long hours, but free dinners and lunches make it worth it.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 6, 2020 ", Manager,"Rockville, MD",Google spirit,"Teamwork and benefits are very good
","Control over the subordinate is difficult
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 6, 2020 ", Software Engineer,"Atlanta, GA",Engineer,"The best search engine and cares for its staff
","Not good staff working here
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 6, 2020 ", Computer Programmer,"San Francisco, CA",Awesome,"Coolest job ever. I really like the experience.
","No cons. Although the level of security is very high.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 6, 2020 ", Content Strategist,"Mountain View, CA",Supportive work environment,"Work-life balance and work culture are some of the best things for me at Google. I spend very little time managing personalities and can instead focus on my work.

People are generally honest about feedback and criticism, but do it in a respectful and constructive way.

I've liked all managers, and have been able to make my own projects and priorities.

Started as a contractor for two years and was converted to full-time employee.
","Too many teams trying to do the same thing. The size of the company can make it challenging to get things done. Most projects require approvals from dozens of stakeholders with different priorities, and likely someone else is already working on the same project on a team you've never heard.

There's a paradox where collaboration is both necessary to get any project done, but also incredibly challenging. It requires you to navigate complex and overlapping org structures with simultaneous and competing priorities.

I don't blame the company for it, as it's a reality of working at any place this large.
1 person found this review helpful
Helpful
Share
Repor"
Google,"Aug 6, 2020 ", Administrative Assistant,"Sunnyvale, CA",Na,"Great company with a good team and managers
","Company politics and job ladder
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Aug 5, 2020 ", Software Engineer,"Seattle, WA",Great growth,"The company is growing and doing great, the CEO is great, what's not to love?
","I can't think of anything
Be the first to find this review helpful
Helpful
Share
Repor"
